coach_id,journey_id,coach_number,coach_type,class_code,seat_capacity
CO001565,J000148,S8,SLEEPER,SL,72
CO001566,J000148,S9,SLEEPER,SL,72
CO001567,J000148,B1,AC_THREE_TIER,3A,64
CO001568,J000148,B2,AC_THREE_TIER,3A,64
CO001569,J000148,B3,AC_THREE_TIER,3A,64
CO001570,J000148,B4,AC_THREE_TIER,3A,64
CO001571,J000148,A1,AC_TWO_TIER,2A,48
CO001572,J000148,A2,AC_TWO_TIER,2A,48
CO001573,J000149,S1,SLEEPER,SL,72
CO001574,J000149,S2,SLEEPER,SL,72
CO001575,J000149,S3,SLEEPER,SL,72
CO001576,J000149,S4,SLEEPER,SL,72
CO001577,J000149,S5,SLEEPER,SL,72
CO001578,J000149,S6,SLEEPER,SL,72
CO001579,J000149,S7,SLEEPER,SL,72
CO001580,J000149,S8,SLEEPER,SL,72
CO001581,J000149,S9,SLEEPER,SL,72
CO001582,J000149,B1,AC_THREE_TIER,3A,64
CO001583,J000149,B2,AC_THREE_TIER,3A,64
CO001584,J000149,B3,AC_THREE_TIER,3A,64
CO001585,J000149,B4,AC_THREE_TIER,3A,64
CO001586,J000149,A1,AC_TWO_TIER,2A,48
CO001587,J000149,A2,AC_TWO_TIER,2A,48
CO001588,J000150,S1,SLEEPER,SL,72
CO001589,J000150,S2,SLEEPER,SL,72
CO001590,J000150,S3,SLEEPER,SL,72
CO001591,J000150,S4,SLEEPER,SL,72
CO001592,J000150,S5,SLEEPER,SL,72
CO001593,J000150,S6,SLEEPER,SL,72
CO001594,J000150,S7,SLEEPER,SL,72
CO001595,J000150,S8,SLEEPER,SL,72
CO001596,J000150,S9,SLEEPER,SL,72
CO001597,J000150,B1,AC_THREE_TIER,3A,64
CO001598,J000150,B2,AC_THREE_TIER,3A,64
CO001599,J000150,B3,AC_THREE_TIER,3A,64
CO001600,J000150,B4,AC_THREE_TIER,3A,64
CO001601,J000150,A1,AC_TWO_TIER,2A,48
CO001602,J000150,A2,AC_TWO_TIER,2A,48
CO001603,J000151,C1,CHAIR_CAR,CC,78
CO001604,J000151,C2,CHAIR_CAR,CC,78
CO001605,J000151,C3,CHAIR_CAR,CC,78
CO001606,J000151,C4,CHAIR_CAR,CC,78
CO001607,J000151,C5,CHAIR_CAR,CC,78
CO001608,J000151,C6,CHAIR_CAR,CC,78
CO001609,J000151,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001610,J000151,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001611,J000152,C1,CHAIR_CAR,CC,78
CO001612,J000152,C2,CHAIR_CAR,CC,78
CO001613,J000152,C3,CHAIR_CAR,CC,78
CO001614,J000152,C4,CHAIR_CAR,CC,78
CO001615,J000152,C5,CHAIR_CAR,CC,78
CO001616,J000152,C6,CHAIR_CAR,CC,78
CO001617,J000152,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001618,J000152,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001619,J000153,C1,CHAIR_CAR,CC,78
CO001620,J000153,C2,CHAIR_CAR,CC,78
CO001621,J000153,C3,CHAIR_CAR,CC,78
CO001622,J000153,C4,CHAIR_CAR,CC,78
CO001623,J000153,C5,CHAIR_CAR,CC,78
CO001624,J000153,C6,CHAIR_CAR,CC,78
CO001625,J000153,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001626,J000153,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001627,J000154,C1,CHAIR_CAR,CC,78
CO001628,J000154,C2,CHAIR_CAR,CC,78
CO001629,J000154,C3,CHAIR_CAR,CC,78
CO001630,J000154,C4,CHAIR_CAR,CC,78
CO001631,J000154,C5,CHAIR_CAR,CC,78
CO001632,J000154,C6,CHAIR_CAR,CC,78
CO001633,J000154,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001634,J000154,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001635,J000155,C1,CHAIR_CAR,CC,78
CO001636,J000155,C2,CHAIR_CAR,CC,78
CO001637,J000155,C3,CHAIR_CAR,CC,78
CO001638,J000155,C4,CHAIR_CAR,CC,78
CO001639,J000155,C5,CHAIR_CAR,CC,78
CO001640,J000155,C6,CHAIR_CAR,CC,78
CO001641,J000155,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001642,J000155,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001643,J000156,C1,CHAIR_CAR,CC,78
CO001644,J000156,C2,CHAIR_CAR,CC,78
CO001645,J000156,C3,CHAIR_CAR,CC,78
CO001646,J000156,C4,CHAIR_CAR,CC,78
CO001647,J000156,C5,CHAIR_CAR,CC,78
CO001648,J000156,C6,CHAIR_CAR,CC,78
CO001649,J000156,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001650,J000156,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001651,J000157,B1,AC_THREE_TIER,3A,64
CO001652,J000157,B2,AC_THREE_TIER,3A,64
CO001653,J000157,B3,AC_THREE_TIER,3A,64
CO001654,J000157,B4,AC_THREE_TIER,3A,64
CO001655,J000157,A1,AC_TWO_TIER,2A,48
CO001656,J000157,A2,AC_TWO_TIER,2A,48
CO001657,J000157,S1,SLEEPER,SL,72
CO001658,J000157,S2,SLEEPER,SL,72
CO001659,J000157,S3,SLEEPER,SL,72
CO001660,J000157,S4,SLEEPER,SL,72
CO001661,J000157,S5,SLEEPER,SL,72
CO001662,J000158,B1,AC_THREE_TIER,3A,64
CO001663,J000158,B2,AC_THREE_TIER,3A,64
CO001664,J000158,B3,AC_THREE_TIER,3A,64
CO001665,J000158,B4,AC_THREE_TIER,3A,64
CO001666,J000158,A1,AC_TWO_TIER,2A,48
CO001667,J000158,A2,AC_TWO_TIER,2A,48
CO001668,J000158,S1,SLEEPER,SL,72
CO001669,J000158,S2,SLEEPER,SL,72
CO001670,J000158,S3,SLEEPER,SL,72
CO001671,J000158,S4,SLEEPER,SL,72
CO001672,J000158,S5,SLEEPER,SL,72
CO001673,J000159,B1,AC_THREE_TIER,3A,64
CO001674,J000159,B2,AC_THREE_TIER,3A,64
CO001675,J000159,B3,AC_THREE_TIER,3A,64
CO001676,J000159,B4,AC_THREE_TIER,3A,64
CO001677,J000159,A1,AC_TWO_TIER,2A,48
CO001678,J000159,A2,AC_TWO_TIER,2A,48
CO001679,J000159,S1,SLEEPER,SL,72
CO001680,J000159,S2,SLEEPER,SL,72
CO001681,J000159,S3,SLEEPER,SL,72
CO001682,J000159,S4,SLEEPER,SL,72
CO001683,J000159,S5,SLEEPER,SL,72
CO001684,J000160,B1,AC_THREE_TIER,3A,64
CO001685,J000160,B2,AC_THREE_TIER,3A,64
CO001686,J000160,B3,AC_THREE_TIER,3A,64
CO001687,J000160,B4,AC_THREE_TIER,3A,64
CO001688,J000160,A1,AC_TWO_TIER,2A,48
CO001689,J000160,A2,AC_TWO_TIER,2A,48
CO001690,J000160,S1,SLEEPER,SL,72
CO001691,J000160,S2,SLEEPER,SL,72
CO001692,J000160,S3,SLEEPER,SL,72
CO001693,J000160,S4,SLEEPER,SL,72
CO001694,J000160,S5,SLEEPER,SL,72
CO001695,J000161,B1,AC_THREE_TIER,3A,64
CO001696,J000161,B2,AC_THREE_TIER,3A,64
CO001697,J000161,B3,AC_THREE_TIER,3A,64
CO001698,J000161,B4,AC_THREE_TIER,3A,64
CO001699,J000161,A1,AC_TWO_TIER,2A,48
CO001700,J000161,A2,AC_TWO_TIER,2A,48
CO001701,J000161,S1,SLEEPER,SL,72
CO001702,J000161,S2,SLEEPER,SL,72
CO001703,J000161,S3,SLEEPER,SL,72
CO001704,J000161,S4,SLEEPER,SL,72
CO001705,J000161,S5,SLEEPER,SL,72
CO001706,J000162,B1,AC_THREE_TIER,3A,64
CO001707,J000162,B2,AC_THREE_TIER,3A,64
CO001708,J000162,B3,AC_THREE_TIER,3A,64
CO001709,J000162,B4,AC_THREE_TIER,3A,64
CO001710,J000162,A1,AC_TWO_TIER,2A,48
CO001711,J000162,A2,AC_TWO_TIER,2A,48
CO001712,J000162,S1,SLEEPER,SL,72
CO001713,J000162,S2,SLEEPER,SL,72
CO001714,J000162,S3,SLEEPER,SL,72
CO001715,J000162,S4,SLEEPER,SL,72
CO001716,J000162,S5,SLEEPER,SL,72
CO001717,J000163,B1,AC_THREE_TIER,3A,64
CO001718,J000163,B2,AC_THREE_TIER,3A,64
CO001719,J000163,B3,AC_THREE_TIER,3A,64
CO001720,J000163,B4,AC_THREE_TIER,3A,64
CO001721,J000163,A1,AC_TWO_TIER,2A,48
CO001722,J000163,A2,AC_TWO_TIER,2A,48
CO001723,J000163,S1,SLEEPER,SL,72
CO001724,J000163,S2,SLEEPER,SL,72
CO001725,J000163,S3,SLEEPER,SL,72
CO001726,J000163,S4,SLEEPER,SL,72
CO001727,J000163,S5,SLEEPER,SL,72
CO001728,J000164,B1,AC_THREE_TIER,3A,64
CO001729,J000164,B2,AC_THREE_TIER,3A,64
CO001730,J000164,B3,AC_THREE_TIER,3A,64
CO001731,J000164,B4,AC_THREE_TIER,3A,64
CO001732,J000164,A1,AC_TWO_TIER,2A,48
CO001733,J000164,A2,AC_TWO_TIER,2A,48
CO001734,J000164,S1,SLEEPER,SL,72
CO001735,J000164,S2,SLEEPER,SL,72
CO001736,J000164,S3,SLEEPER,SL,72
CO001737,J000164,S4,SLEEPER,SL,72
CO001738,J000164,S5,SLEEPER,SL,72
CO001739,J000165,B1,AC_THREE_TIER,3A,64
CO001740,J000165,B2,AC_THREE_TIER,3A,64
CO001741,J000165,B3,AC_THREE_TIER,3A,64
CO001742,J000165,B4,AC_THREE_TIER,3A,64
CO001743,J000165,A1,AC_TWO_TIER,2A,48
CO001744,J000165,A2,AC_TWO_TIER,2A,48
CO001745,J000165,S1,SLEEPER,SL,72
CO001746,J000165,S2,SLEEPER,SL,72
CO001747,J000165,S3,SLEEPER,SL,72
CO001748,J000165,S4,SLEEPER,SL,72
CO001749,J000165,S5,SLEEPER,SL,72
CO001750,J000166,B1,AC_THREE_TIER,3A,64
CO001751,J000166,B2,AC_THREE_TIER,3A,64
CO001752,J000166,B3,AC_THREE_TIER,3A,64
CO001753,J000166,B4,AC_THREE_TIER,3A,64
CO001754,J000166,A1,AC_TWO_TIER,2A,48
CO001755,J000166,A2,AC_TWO_TIER,2A,48
CO001756,J000166,S1,SLEEPER,SL,72
CO001757,J000166,S2,SLEEPER,SL,72
CO001758,J000166,S3,SLEEPER,SL,72
CO001759,J000166,S4,SLEEPER,SL,72
CO001760,J000166,S5,SLEEPER,SL,72
CO001761,J000167,B1,AC_THREE_TIER,3A,64
CO001762,J000167,B2,AC_THREE_TIER,3A,64
CO001763,J000167,B3,AC_THREE_TIER,3A,64
CO001764,J000167,B4,AC_THREE_TIER,3A,64
CO001765,J000167,A1,AC_TWO_TIER,2A,48
CO001766,J000167,A2,AC_TWO_TIER,2A,48
CO001767,J000167,S1,SLEEPER,SL,72
CO001768,J000167,S2,SLEEPER,SL,72
CO001769,J000167,S3,SLEEPER,SL,72
CO001770,J000167,S4,SLEEPER,SL,72
CO001771,J000167,S5,SLEEPER,SL,72
CO001772,J000168,B1,AC_THREE_TIER,3A,64
CO001773,J000168,B2,AC_THREE_TIER,3A,64
CO001774,J000168,B3,AC_THREE_TIER,3A,64
CO001775,J000168,B4,AC_THREE_TIER,3A,64
CO001776,J000168,A1,AC_TWO_TIER,2A,48
CO001777,J000168,A2,AC_TWO_TIER,2A,48
CO001778,J000168,S1,SLEEPER,SL,72
CO001779,J000168,S2,SLEEPER,SL,72
CO001780,J000168,S3,SLEEPER,SL,72
CO001781,J000168,S4,SLEEPER,SL,72
CO001782,J000168,S5,SLEEPER,SL,72
CO001783,J000169,S1,SLEEPER,SL,72
CO001784,J000169,S2,SLEEPER,SL,72
CO001785,J000169,S3,SLEEPER,SL,72
CO001786,J000169,S4,SLEEPER,SL,72
CO001787,J000169,S5,SLEEPER,SL,72
CO001788,J000169,S6,SLEEPER,SL,72
CO001789,J000169,S7,SLEEPER,SL,72
CO001790,J000169,S8,SLEEPER,SL,72
CO001791,J000169,S9,SLEEPER,SL,72
CO001792,J000169,B1,AC_THREE_TIER,3A,64
CO001793,J000169,B2,AC_THREE_TIER,3A,64
CO001794,J000169,B3,AC_THREE_TIER,3A,64
CO001795,J000169,B4,AC_THREE_TIER,3A,64
CO001796,J000169,A1,AC_TWO_TIER,2A,48
CO001797,J000169,A2,AC_TWO_TIER,2A,48
CO001798,J000170,S1,SLEEPER,SL,72
CO001799,J000170,S2,SLEEPER,SL,72
CO001800,J000170,S3,SLEEPER,SL,72
CO001801,J000170,S4,SLEEPER,SL,72
CO001802,J000170,S5,SLEEPER,SL,72
CO001803,J000170,S6,SLEEPER,SL,72
CO001804,J000170,S7,SLEEPER,SL,72
CO001805,J000170,S8,SLEEPER,SL,72
CO001806,J000170,S9,SLEEPER,SL,72
CO001807,J000170,B1,AC_THREE_TIER,3A,64
CO001808,J000170,B2,AC_THREE_TIER,3A,64
CO001809,J000170,B3,AC_THREE_TIER,3A,64
CO001810,J000170,B4,AC_THREE_TIER,3A,64
CO001811,J000170,A1,AC_TWO_TIER,2A,48
CO001812,J000170,A2,AC_TWO_TIER,2A,48
CO001813,J000171,S1,SLEEPER,SL,72
CO001814,J000171,S2,SLEEPER,SL,72
CO001815,J000171,S3,SLEEPER,SL,72
CO001816,J000171,S4,SLEEPER,SL,72
CO001817,J000171,S5,SLEEPER,SL,72
CO001818,J000171,S6,SLEEPER,SL,72
CO001819,J000171,S7,SLEEPER,SL,72
CO001820,J000171,S8,SLEEPER,SL,72
CO001821,J000171,S9,SLEEPER,SL,72
CO001822,J000171,B1,AC_THREE_TIER,3A,64
CO001823,J000171,B2,AC_THREE_TIER,3A,64
CO001824,J000171,B3,AC_THREE_TIER,3A,64
CO001825,J000171,B4,AC_THREE_TIER,3A,64
CO001826,J000171,A1,AC_TWO_TIER,2A,48
CO001827,J000171,A2,AC_TWO_TIER,2A,48
CO001828,J000172,S1,SLEEPER,SL,72
CO001829,J000172,S2,SLEEPER,SL,72
CO001830,J000172,S3,SLEEPER,SL,72
CO001831,J000172,S4,SLEEPER,SL,72
CO001832,J000172,S5,SLEEPER,SL,72
CO001833,J000172,S6,SLEEPER,SL,72
CO001834,J000172,S7,SLEEPER,SL,72
CO001835,J000172,S8,SLEEPER,SL,72
CO001836,J000172,S9,SLEEPER,SL,72
CO001837,J000172,B1,AC_THREE_TIER,3A,64
CO001838,J000172,B2,AC_THREE_TIER,3A,64
CO001839,J000172,B3,AC_THREE_TIER,3A,64
CO001840,J000172,B4,AC_THREE_TIER,3A,64
CO001841,J000172,A1,AC_TWO_TIER,2A,48
CO001842,J000172,A2,AC_TWO_TIER,2A,48
CO001843,J000173,S1,SLEEPER,SL,72
CO001844,J000173,S2,SLEEPER,SL,72
CO001845,J000173,S3,SLEEPER,SL,72
CO001846,J000173,S4,SLEEPER,SL,72
CO001847,J000173,S5,SLEEPER,SL,72
CO001848,J000173,S6,SLEEPER,SL,72
CO001849,J000173,S7,SLEEPER,SL,72
CO001850,J000173,S8,SLEEPER,SL,72
CO001851,J000173,S9,SLEEPER,SL,72
CO001852,J000173,B1,AC_THREE_TIER,3A,64
CO001853,J000173,B2,AC_THREE_TIER,3A,64
CO001854,J000173,B3,AC_THREE_TIER,3A,64
CO001855,J000173,B4,AC_THREE_TIER,3A,64
CO001856,J000173,A1,AC_TWO_TIER,2A,48
CO001857,J000173,A2,AC_TWO_TIER,2A,48
CO001858,J000174,S1,SLEEPER,SL,72
CO001859,J000174,S2,SLEEPER,SL,72
CO001860,J000174,S3,SLEEPER,SL,72
CO001861,J000174,S4,SLEEPER,SL,72
CO001862,J000174,S5,SLEEPER,SL,72
CO001863,J000174,S6,SLEEPER,SL,72
CO001864,J000174,S7,SLEEPER,SL,72
CO001865,J000174,S8,SLEEPER,SL,72
CO001866,J000174,S9,SLEEPER,SL,72
CO001867,J000174,B1,AC_THREE_TIER,3A,64
CO001868,J000174,B2,AC_THREE_TIER,3A,64
CO001869,J000174,B3,AC_THREE_TIER,3A,64
CO001870,J000174,B4,AC_THREE_TIER,3A,64
CO001871,J000174,A1,AC_TWO_TIER,2A,48
CO001872,J000174,A2,AC_TWO_TIER,2A,48
CO001873,J000175,B1,AC_THREE_TIER,3A,64
CO001874,J000175,B2,AC_THREE_TIER,3A,64
CO001875,J000175,B3,AC_THREE_TIER,3A,64
CO001876,J000175,B4,AC_THREE_TIER,3A,64
CO001877,J000175,A1,AC_TWO_TIER,2A,48
CO001878,J000175,A2,AC_TWO_TIER,2A,48
CO001879,J000175,S1,SLEEPER,SL,72
CO001880,J000175,S2,SLEEPER,SL,72
CO001881,J000175,S3,SLEEPER,SL,72
CO001882,J000175,S4,SLEEPER,SL,72
CO001883,J000175,S5,SLEEPER,SL,72
CO001884,J000176,B1,AC_THREE_TIER,3A,64
CO001885,J000176,B2,AC_THREE_TIER,3A,64
CO001886,J000176,B3,AC_THREE_TIER,3A,64
CO001887,J000176,B4,AC_THREE_TIER,3A,64
CO001888,J000176,A1,AC_TWO_TIER,2A,48
CO001889,J000176,A2,AC_TWO_TIER,2A,48
CO001890,J000176,S1,SLEEPER,SL,72
CO001891,J000176,S2,SLEEPER,SL,72
CO001892,J000176,S3,SLEEPER,SL,72
CO001893,J000176,S4,SLEEPER,SL,72
CO001894,J000176,S5,SLEEPER,SL,72
CO001895,J000177,B1,AC_THREE_TIER,3A,64
CO001896,J000177,B2,AC_THREE_TIER,3A,64
CO001897,J000177,B3,AC_THREE_TIER,3A,64
CO001898,J000177,B4,AC_THREE_TIER,3A,64
CO001899,J000177,A1,AC_TWO_TIER,2A,48
CO001900,J000177,A2,AC_TWO_TIER,2A,48
CO001901,J000177,S1,SLEEPER,SL,72
CO001902,J000177,S2,SLEEPER,SL,72
CO001903,J000177,S3,SLEEPER,SL,72
CO001904,J000177,S4,SLEEPER,SL,72
CO001905,J000177,S5,SLEEPER,SL,72
CO001906,J000178,B1,AC_THREE_TIER,3A,64
CO001907,J000178,B2,AC_THREE_TIER,3A,64
CO001908,J000178,B3,AC_THREE_TIER,3A,64
CO001909,J000178,B4,AC_THREE_TIER,3A,64
CO001910,J000178,A1,AC_TWO_TIER,2A,48
CO001911,J000178,A2,AC_TWO_TIER,2A,48
CO001912,J000178,S1,SLEEPER,SL,72
CO001913,J000178,S2,SLEEPER,SL,72
CO001914,J000178,S3,SLEEPER,SL,72
CO001915,J000178,S4,SLEEPER,SL,72
CO001916,J000178,S5,SLEEPER,SL,72
CO001917,J000179,B1,AC_THREE_TIER,3A,64
CO001918,J000179,B2,AC_THREE_TIER,3A,64
CO001919,J000179,B3,AC_THREE_TIER,3A,64
CO001920,J000179,B4,AC_THREE_TIER,3A,64
CO001921,J000179,A1,AC_TWO_TIER,2A,48
CO001922,J000179,A2,AC_TWO_TIER,2A,48
CO001923,J000179,S1,SLEEPER,SL,72
CO001924,J000179,S2,SLEEPER,SL,72
CO001925,J000179,S3,SLEEPER,SL,72
CO001926,J000179,S4,SLEEPER,SL,72
CO001927,J000179,S5,SLEEPER,SL,72
CO001928,J000180,B1,AC_THREE_TIER,3A,64
CO001929,J000180,B2,AC_THREE_TIER,3A,64
CO001930,J000180,B3,AC_THREE_TIER,3A,64
CO001931,J000180,B4,AC_THREE_TIER,3A,64
CO001932,J000180,A1,AC_TWO_TIER,2A,48
CO001933,J000180,A2,AC_TWO_TIER,2A,48
CO001934,J000180,S1,SLEEPER,SL,72
CO001935,J000180,S2,SLEEPER,SL,72
CO001936,J000180,S3,SLEEPER,SL,72
CO001937,J000180,S4,SLEEPER,SL,72
CO001938,J000180,S5,SLEEPER,SL,72
